run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,9,0.25,4,0.4,1.01,1434,1429.0,0.9965132496513249,0.0034867503486750717
1,pilot,14000,0.0979020979020979,9,0.5,0,0.0,0.05,224,141.0,0.6294642857142857,0.3705357142857143
1,pilot,14000,0.0979020979020979,9,0.5,1,0.05,0.1,547,386.0,0.7056672760511883,0.2943327239488117
1,pilot,14000,0.0979020979020979,9,0.5,2,0.1,0.2,1126,880.0,0.7815275310834814,0.21847246891651861
1,pilot,14000,0.0979020979020979,9,0.5,3,0.2,0.4,1277,1154.0,0.9036805011746281,0.09631949882537194
1,pilot,14000,0.0979020979020979,9,0.5,4,0.4,1.01,1434,1415.0,0.9867503486750349,0.01324965132496514
1,pilot,14000,0.0979020979020979,9,0.75,0,0.0,0.05,224,116.0,0.5178571428571429,0.4821428571428571
1,pilot,14000,0.0979020979020979,9,0.75,1,0.05,0.1,547,314.0,0.5740402193784278,0.42595978062157225
1,pilot,14000,0.0979020979020979,9,0.75,2,0.1,0.2,1126,773.0,0.6865008880994672,0.3134991119005328
1,pilot,14000,0.0979020979020979,9,0.75,3,0.2,0.4,1277,1053.0,0.8245888801879405,0.17541111981205948
1,pilot,14000,0.0979020979020979,9,0.75,4,0.4,1.01,1434,1385.0,0.9658298465829847,0.03417015341701535
1,pilot,14000,0.0979020979020979,9,1.0,0,0.0,0.05,224,94.0,0.41964285714285715,0.5803571428571428
1,pilot,14000,0.0979020979020979,9,1.0,1,0.05,0.1,547,268.0,0.489945155393053,0.510054844606947
1,pilot,14000,0.0979020979020979,9,1.0,2,0.1,0.2,1126,666.0,0.5914742451154529,0.4085257548845471
1,pilot,14000,0.0979020979020979,9,1.0,3,0.2,0.4,1277,946.0,0.74079874706343,0.25920125293657004
1,pilot,14000,0.0979020979020979,9,1.0,4,0.4,1.01,1434,1346.0,0.9386331938633193,0.06136680613668066
1,pilot,14000,0.0979020979020979,10,0.25,0,0.0,0.05,224,171.0,0.7633928571428571,0.2366071428571429
1,pilot,14000,0.0979020979020979,10,0.25,1,0.05,0.1,547,438.0,0.8007312614259597,0.19926873857404026
1,pilot,14000,0.0979020979020979,10,0.25,2,0.1,0.2,1126,983.0,0.8730017761989343,0.12699822380106573
1,pilot,14000,0.0979020979020979,10,0.25,3,0.2,0.4,1277,1201.0,0.9404855129209084,0.05951448707909157
1,pilot,14000,0.0979020979020979,10,0.25,4,0.4,1.01,1434,1419.0,0.9895397489539749,0.010460251046025104
1,pilot,14000,0.0979020979020979,10,0.5,0,0.0,0.05,224,127.0,0.5669642857142857,0.4330357142857143
1,pilot,14000,0.0979020979020979,10,0.5,1,0.05,0.1,547,346.0,0.6325411334552102,0.36745886654478976
1,pilot,14000,0.0979020979020979,10,0.5,2,0.1,0.2,1126,862.0,0.7655417406749556,0.23445825932504438
1,pilot,14000,0.0979020979020979,10,0.5,3,0.2,0.4,1277,1099.0,0.860610806577917,0.139389193422083
1,pilot,14000,0.0979020979020979,10,0.5,4,0.4,1.01,1434,1395.0,0.9728033472803347,0.027196652719665315
1,pilot,14000,0.0979020979020979,10,0.75,0,0.0,0.05,224,95.0,0.42410714285714285,0.5758928571428572
1,pilot,14000,0.0979020979020979,10,0.75,1,0.05,0.1,547,277.0,0.506398537477148,0.493601462522852
1,pilot,14000,0.0979020979020979,10,0.75,2,0.1,0.2,1126,733.0,0.6509769094138543,0.34902309058614567
1,pilot,14000,0.0979020979020979,10,0.75,3,0.2,0.4,1277,969.0,0.7588097102584181,0.24119028974158185
1,pilot,14000,0.0979020979020979,10,0.75,4,0.4,1.01,1434,1360.0,0.9483960948396095,0.051603905160390484
1,pilot,14000,0.0979020979020979,10,1.0,0,0.0,0.05,224,78.0,0.3482142857142857,0.6517857142857143
1,pilot,14000,0.0979020979020979,10,1.0,1,0.05,0.1,547,231.0,0.42230347349177333,0.5776965265082267
1,pilot,14000,0.0979020979020979,10,1.0,2,0.1,0.2,1126,612.0,0.5435168738898757,0.4564831261101243
1,pilot,14000,0.0979020979020979,10,1.0,3,0.2,0.4,1277,855.0,0.6695379796397808,0.3304620203602192
1,pilot,14000,0.0979020979020979,10,1.0,4,0.4,1.01,1434,1288.0,0.898186889818689,0.101813110181311
