run_id,stage,step,progress,layer,alpha,top1_agreement,top1_damage,nll_damage,kl,activation_relative_magnitude,activation_absolute_rms,intact_update_rms,layer_parameter_l2,alpha_layer_parameter_l2_proxy,alpha_layer_parameter_l2_relative_model,baseline_nll,baseline_confidence
1,pilot,14000,0.0979020979020979,5,1.0,0.7463107638888888,0.2536892361111111,0.2544970247480604,0.2070154315895504,0.38453959094153506,0.56890516810947,0.56890516810947,107.11425393537498,107.11425393537498,0.18557190700240164,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,6,0.25,0.937717013888889,0.062282986111111084,0.015694141387939453,0.00935781860931052,0.10230428145991431,0.16715948945946166,0.6686379578378466,107.94545854811359,26.986364637028398,0.04675298538490449,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,6,0.5,0.8654513888888888,0.13454861111111113,0.05796199374728728,0.04360687939657106,0.20460856291982862,0.3343189789189233,0.6686379578378466,107.94545854811359,53.972729274056796,0.09350597076980897,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,6,0.75,0.7821180555555557,0.21788194444444442,0.1417726145850288,0.11706086248159409,0.3069126572873857,0.5014781786335839,0.6686379578378466,107.94545854811359,80.95909391108519,0.14025895615471345,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,6,1.0,0.7057291666666666,0.2942708333333333,0.2912422551049126,0.2526576370000839,0.40921712583965725,0.6686379578378466,0.6686379578378466,107.94545854811359,107.94545854811359,0.18701194153961795,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,7,0.25,0.9487847222222223,0.051215277777777755,0.004372782177395192,0.00711190566006634,0.0943232129017512,0.17260328763061097,0.6904131505224439,109.17088195995571,27.292720489988927,0.04728373678134826,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,7,0.5,0.8932291666666666,0.10677083333333337,0.026320430967542812,0.031345433452063136,0.1886464258035024,0.34520657526122195,0.6904131505224439,109.17088195995571,54.585440979977854,0.09456747356269651,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,7,0.75,0.8324652777777777,0.16753472222222224,0.0722596910264756,0.07882704668574862,0.2829697198337979,0.5178100201818677,0.6904131505224439,109.17088195995571,81.87816146996678,0.14185121034404477,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,7,1.0,0.7690972222222222,0.2309027777777778,0.15165130297342921,0.15811669826507568,0.3772928516070048,0.6904131505224439,0.6904131505224439,109.17088195995571,109.17088195995571,0.18913494712539303,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,8,0.25,0.9377170138888888,0.062282986111111126,0.007883972591823904,0.009120015013549062,0.08593881875276566,0.17699058519469368,0.7079623407787747,120.93118367100402,30.232795917751005,0.05237732035043966,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,8,0.5,0.8767361111111112,0.12326388888888888,0.03589113553365072,0.037180379033088684,0.1718776375055313,0.35398117038938737,0.7079623407787747,120.93118367100402,60.46559183550201,0.10475464070087932,3.1252391603257923,0.4032067325380113
1,pilot,14000,0.0979020979020979,8,0.75,0.8192274305555555,0.18077256944444445,0.08871944745381673,0.08778051783641179,0.2578163511223263,0.5309714873631796,0.7079623407787747,120.93118367100402,90.69838775325302,0.157131961051319,3.1252391603257923,0.4032067325380113
