target_id,run_id,step,layer,match_class,delta_b_mean_block,delta_b_mean_noise,logit_delta_norm_mean_block,logit_delta_norm_mean_noise,abs_cosine_alignment_mean_block,abs_cosine_alignment_mean_noise,delta_boundary_difference,logit_norm_difference,absolute_cosine_difference_signed,absolute_log_norm_ratio,delta_b_standardized_difference,absolute_cosine_difference,pass_delta_b,pass_norm,pass_cosine,geometry_match,failure_reason
r8_s143000_l5,8,143000,5,A,-0.1191948801279068,-0.11063865572214127,514.4188232421875,530.4475708007812,0.002100289799273014,0.0017942492850124836,0.008556224405765533,16.02874755859375,-0.00030604051426053047,0.03068335851738091,0.06544428726919853,0.00030604051426053047,True,True,True,True,
r8_s143000_l6,8,143000,6,A,-0.2209133505821228,-0.10704436153173447,488.3860778808594,528.9998168945312,0.0021360304672271013,0.001852657413110137,0.11386898905038834,40.613739013671875,-0.00028337305411696434,0.0798818494603255,0.8709536446292039,0.00028337305411696434,False,True,True,False,delta_boundary
r8_s143000_l7,8,143000,7,A,-0.0576646588742733,-0.1258375346660614,583.2969360351562,538.520263671875,0.0018965309718623757,0.0018179347971454263,-0.0681728757917881,-44.77667236328125,-7.859617471694946e-05,0.07987125520037974,0.5214362148190985,7.859617471694946e-05,False,True,True,False,delta_boundary
r8_s143000_l9,8,143000,9,A,-0.1331651508808136,-0.0686272531747818,479.29925537109375,614.900634765625,0.0018397888634353876,0.00141719204839319,0.0645378977060318,135.60137939453125,-0.0004225968150421977,0.2491355326774478,0.4936332331790684,0.0004225968150421977,True,False,True,False,log_norm
r8_s72000_l1,8,72000,1,A,-0.1956312358379364,-0.31204450130462646,405.62481689453125,456.78948974609375,0.0022093909792602062,0.001977303996682167,-0.11641326546669006,51.1646728515625,-0.00023208698257803917,0.118794013597741,0.8904141389762779,0.00023208698257803917,False,True,True,False,delta_boundary
r8_s72000_l2,8,72000,2,A,-0.2061648964881897,-0.29544350504875183,435.598876953125,405.411865234375,0.0019888384267687798,0.0020916264038532972,-0.08927860856056213,-30.18701171875,0.00010278797708451748,0.07181831133664662,0.6828683574141247,0.00010278797708451748,False,True,True,False,delta_boundary
r8_s72000_l4,8,72000,4,A,-0.5610792636871338,-0.36500924825668335,548.5420532226562,511.364501953125,0.0021984088234603405,0.0025051638949662447,0.19607001543045044,-37.17755126953125,0.0003067550715059042,0.07018129929865324,1.4996874563107634,0.0003067550715059042,False,True,True,False,delta_boundary
r8_s72000_l5,8,72000,5,A,-0.1284077912569046,-0.1029355600476265,233.6533203125,246.75946044921875,0.002661840757355094,0.0022426890209317207,0.025472231209278107,13.10614013671875,-0.0004191517364233732,0.05457553812802374,0.19483032907880954,0.0004191517364233732,True,True,True,True,
r8_s72000_l7,8,72000,7,A,-0.1260935515165329,-0.07510301470756531,260.6312561035156,275.369384765625,0.0025827945210039616,0.002195243025198579,0.05099053680896759,14.738128662109375,-0.00038755149580538273,0.05500681718765055,0.39001306892887044,0.00038755149580538273,True,True,True,True,
r8_s72000_l9,8,72000,9,A,-0.1026560440659523,-0.08836210519075394,261.95159912109375,282.17144775390625,0.0022164483088999987,0.0019920053891837597,0.014293938875198364,20.2198486328125,-0.00022444291971623898,0.0743551064410628,0.10933054085473697,0.00022444291971623898,True,True,True,True,
