target_id,run_id,step,progress,layer,selected_beta,match_class,target_kl,target_nll_damage,achieved_kl,achieved_nll_damage,relative_kl_error,relative_nll_error
r2_s143000_l8,2,143000,1.0,8,0.387217561918,C,0.39108974072668284,0.48765325546264665,0.4311499430073632,0.4301163885328507,0.10243225047566364,0.11798725074662228
r2_s143000_l9,2,143000,1.0,9,0.365704773739,A,0.36895714203516644,0.36736673778957796,0.3684534551920714,0.3676390471281832,0.0013651635534559414,0.0007412465816664625
r2_s143000_l10,2,143000,1.0,10,0.73488173621,A,1.0224928392304313,1.0224942366282146,1.0204156107372708,1.0242124221943043,0.0020315335359432658,0.0016803865533305462
r3_s14000_l1,3,14000,0.0979020979020979,1,0.649370222483,A,0.6331983407338461,0.718385034137302,0.6385221547550626,0.7120556389843973,0.008407814232485293,0.00881058882371739
r3_s14000_l2,3,14000,0.0979020979020979,2,0.592865727479,A,0.5016940666569604,0.5203430122799345,0.47830030101316945,0.5420866454089133,0.046629544175454785,0.04178711468357207
r3_s14000_l3,3,14000,0.0979020979020979,3,0.723505480648,A,1.1653783188925848,1.2564765877193873,1.1594278944863214,1.2626827822791205,0.0051060023254188595,0.0049393634711435265
r3_s14000_l4,3,14000,0.0979020979020979,4,0.46204268995,A,0.4211405383216011,0.4601081477271185,0.4182443409054368,0.46335261839407504,0.006877033086626717,0.007051539258708646
r3_s14000_l5,3,14000,0.0979020979020979,5,0.390096630006,A,0.2574349194765091,0.30399261580573206,0.26542968220180935,0.294494143238774,0.031055471190646767,0.031245734511514817
r3_s14000_l6,3,14000,0.0979020979020979,6,0.449480193099,C,0.2951902614699469,0.40075892872280566,0.32275236756713305,0.3524543091102883,0.09337064833996507,0.1205328594083748
r3_s14000_l7,3,14000,0.0979020979020979,7,0.388543819998,C,0.19824758337603673,0.2768083678351507,0.2236615789157373,0.2335686595351607,0.12819321732344652,0.15620809673493904
r3_s14000_l8,3,14000,0.0979020979020979,8,0.355654776257,A,0.19522787464989555,0.2021975252363418,0.1921509680924592,0.2049733621102794,0.01576059035083197,0.01372834247441596
r3_s14000_l9,3,14000,0.0979020979020979,9,0.371322893124,A,0.20994527803526983,0.2110987769232855,0.20631046813947182,0.21501867859451895,0.01731313002033827,0.018569040182735908
r3_s14000_l10,3,14000,0.0979020979020979,10,0.443722056922,A,0.2584894531302982,0.29543153444925974,0.266088264407935,0.28648774712174063,0.02939698771298423,0.030273637999280414
r3_s72000_l1,3,72000,0.5034965034965035,1,0.657500841239,A,0.8216641214158799,0.8519875208536782,0.8235558801227145,0.8505623428909868,0.002302350385669163,0.0016727685885138351
r3_s72000_l2,3,72000,0.5034965034965035,2,0.68417864495,A,0.8010647826724583,0.798615190717909,0.7897802657551236,0.8069694660328048,0.01408689679213452,0.010460952173192926
r3_s72000_l3,3,72000,0.5034965034965035,3,0.674128647469,A,1.7865699529647827,1.7594680786132812,1.7544737877669159,1.7884020452146174,0.017965244039051385,0.01644472380773395
r3_s72000_l4,3,72000,0.5034965034965035,4,0.324685111242,A,0.42071168290244204,0.43734224637349434,0.430899691802484,0.4262613278848155,0.024216130224223455,0.025336949678513954
r3_s72000_l5,3,72000,0.5034965034965035,5,0.269183573168,A,0.2777864734331767,0.2731298870510523,0.2754284899543833,0.27549173213817424,0.008488474797359568,0.008647333005603434
r3_s72000_l6,3,72000,0.5034965034965035,6,0.349443536227,A,0.39168943630324465,0.43180523978339275,0.4058621923128764,0.415422651502821,0.036183656478861646,0.03793976258544675
r3_s72000_l7,3,72000,0.5034965034965035,7,0.310569804383,C,0.2644923726717631,0.3155109087626138,0.2846302666046001,0.283083341739796,0.07613790042162057,0.1027779582959304
r3_s72000_l8,3,72000,0.5034965034965035,8,0.391466155654,A,0.3690718511740367,0.4042413499620223,0.38449109704406176,0.38737530178493884,0.04177843913301402,0.04172271881297223
r3_s72000_l9,3,72000,0.5034965034965035,9,0.368810393754,A,0.319050669670105,0.34410704506768114,0.3310327342262975,0.33017508188883404,0.03755536563688855,0.04048729422574415
r3_s72000_l10,3,72000,0.5034965034965035,10,0.492052665603,A,0.4807328250673082,0.5195619265238443,0.49678932737421105,0.5021944752445924,0.03340005397929997,0.03342710539899695
r3_s143000_l1,3,143000,1.0,1,0.692902384351,A,0.8428021934297351,0.8603199587927923,0.8334698036864951,0.8679037535632097,0.011073048712950324,0.00881508640233129
r3_s143000_l2,3,143000,1.0,2,0.754475145664,A,0.9341029723485311,0.9460280471377903,0.920106417602963,0.9573600822024875,0.014983952690315175,0.011978540275809232
r3_s143000_l3,3,143000,1.0,3,0.681526128789,A,1.7876547045177882,1.8058287567562525,1.7530632504710444,1.8374121895542852,0.01935018768406695,0.017489716386368436
r3_s143000_l4,3,143000,1.0,4,0.381006321887,A,0.5821225576930575,0.6313434176974825,0.5995735746842844,0.6140430150208656,0.02997825244971607,0.0274025232411297
r3_s143000_l5,3,143000,1.0,5,0.391832724372,A,0.519927226834827,0.5389819410112168,0.5269865791002909,0.5339431939301673,0.01357757759374471,0.009348638048218475
